micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,generation_status,naming_note
G06-R-MIXED-01-R1,G06-R-MIXED-01,N-6-5 / R-6-1,四則與規律,數系混合計算,小數四則混合,逆向求未知,熟練小數四則運算順序與括號；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-01-A1,G06-R-MIXED-01,N-6-5 / R-6-1,四則與規律,數系混合計算,小數四則混合,情境應用,熟練小數四則運算順序與括號；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-01-V1,G06-R-MIXED-01,N-6-5 / R-6-1,四則與規律,數系混合計算,小數四則混合,表徵轉換,熟練小數四則運算順序與括號；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-01-T1,G06-R-MIXED-01,N-6-5 / R-6-1,四則與規律,數系混合計算,小數四則混合,變形進階,熟練小數四則運算順序與括號；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-MIXED-01-X1,G06-R-MIXED-01,N-6-5 / R-6-1,四則與規律,數系混合計算,小數四則混合,跨單元整合,熟練小數四則運算順序與括號；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-C1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,概念辨識,熟練分數四則與約分、倒數；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-P1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,標準程序,熟練分數四則與約分、倒數；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-R1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,逆向求未知,熟練分數四則與約分、倒數；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-A1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,情境應用,熟練分數四則與約分、倒數；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-V1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,表徵轉換,熟練分數四則與約分、倒數；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-T1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,變形進階,熟練分數四則與約分、倒數；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-MIXED-02-X1,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,跨單元整合,熟練分數四則與約分、倒數；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-C1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,概念辨識,選擇適當統一表徵並完成四則計算；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-P1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,標準程序,選擇適當統一表徵並完成四則計算；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-R1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,逆向求未知,選擇適當統一表徵並完成四則計算；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-A1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,情境應用,選擇適當統一表徵並完成四則計算；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-V1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,表徵轉換,選擇適當統一表徵並完成四則計算；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-T1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,變形進階,選擇適當統一表徵並完成四則計算；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-R-MIXED-03-X1,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,跨單元整合,選擇適當統一表徵並完成四則計算；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-RATIO-01-C1,G06-N-RATIO-01,N-6-6,比與比例,比與比值,比的意義與記法,概念辨識,辨認前項、後項並理解同類量/異類量的比；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-RATIO-01-P1,G06-N-RATIO-01,N-6-6,比與比例,比與比值,比的意義與記法,標準程序,辨認前項、後項並理解同類量/異類量的比；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-RATIO-01-R1,G06-N-RATIO-01,N-6-6,比與比例,比與比值,比的意義與記法,逆向求未知,辨認前項、後項並理解同類量/異類量的比；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-01-A1,G06-N-RATIO-01,N-6-6,比與比例,比與比值,比的意義與記法,情境應用,辨認前項、後項並理解同類量/異類量的比；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-01-V1,G06-N-RATIO-01,N-6-6,比與比例,比與比值,比的意義與記法,表徵轉換,辨認前項、後項並理解同類量/異類量的比；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-C1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,概念辨識,以除法表示比值並理解單位意義；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-P1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,標準程序,以除法表示比值並理解單位意義；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-R1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,逆向求未知,以除法表示比值並理解單位意義；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-A1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,情境應用,以除法表示比值並理解單位意義；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-V1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,表徵轉換,以除法表示比值並理解單位意義；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-T1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,變形進階,以除法表示比值並理解單位意義；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-RATIO-02-X1,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,跨單元整合,以除法表示比值並理解單位意義；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-C1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,概念辨識,以擴比、約比建立相等的比並化最簡；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-P1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,標準程序,以擴比、約比建立相等的比並化最簡；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-R1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,逆向求未知,以擴比、約比建立相等的比並化最簡；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-A1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,情境應用,以擴比、約比建立相等的比並化最簡；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-V1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,表徵轉換,以擴比、約比建立相等的比並化最簡；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-T1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,變形進階,以擴比、約比建立相等的比並化最簡；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-RATIO-03-X1,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,跨單元整合,以擴比、約比建立相等的比並化最簡；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-C1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,概念辨識,由總量與比求各部分量；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-P1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,標準程序,由總量與比求各部分量；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-R1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,逆向求未知,由總量與比求各部分量；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-A1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,情境應用,由總量與比求各部分量；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-V1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,表徵轉換,由總量與比求各部分量；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-T1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,變形進階,由總量與比求各部分量；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-RATIO-APP-01-X1,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,跨單元整合,由總量與比求各部分量；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-SPEED-01-C1,G06-N-SPEED-01,N-6-7,速率,速率概念,速率的意義,概念辨識,理解單位時間內移動距離並讀寫速率單位；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-SPEED-01-P1,G06-N-SPEED-01,N-6-7,速率,速率概念,速率的意義,標準程序,理解單位時間內移動距離並讀寫速率單位；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-SPEED-01-R1,G06-N-SPEED-01,N-6-7,速率,速率概念,速率的意義,逆向求未知,理解單位時間內移動距離並讀寫速率單位；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-01-A1,G06-N-SPEED-01,N-6-7,速率,速率概念,速率的意義,情境應用,理解單位時間內移動距離並讀寫速率單位；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-01-V1,G06-N-SPEED-01,N-6-7,速率,速率概念,速率的意義,表徵轉換,理解單位時間內移動距離並讀寫速率單位；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-C1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,概念辨識,運用距離=速率×時間及其逆關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-P1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,標準程序,運用距離=速率×時間及其逆關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-R1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,逆向求未知,運用距離=速率×時間及其逆關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-A1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,情境應用,運用距離=速率×時間及其逆關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-V1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,表徵轉換,運用距離=速率×時間及其逆關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-T1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,變形進階,運用距離=速率×時間及其逆關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-SPEED-02-X1,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,跨單元整合,運用距離=速率×時間及其逆關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-C1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,概念辨識,依時間與距離單位同步換算速率；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-P1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,標準程序,依時間與距離單位同步換算速率；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-R1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,逆向求未知,依時間與距離單位同步換算速率；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-A1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,情境應用,依時間與距離單位同步換算速率；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-V1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,表徵轉換,依時間與距離單位同步換算速率；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-T1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,變形進階,依時間與距離單位同步換算速率；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-SPEED-03-X1,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,跨單元整合,依時間與距離單位同步換算速率；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-C1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,概念辨識,以總距離÷總時間理解平均速率；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-P1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,標準程序,以總距離÷總時間理解平均速率；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-R1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,逆向求未知,以總距離÷總時間理解平均速率；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-A1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,情境應用,以總距離÷總時間理解平均速率；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-V1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,表徵轉換,以總距離÷總時間理解平均速率；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-T1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,變形進階,以總距離÷總時間理解平均速率；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-01-X1,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,跨單元整合,以總距離÷總時間理解平均速率；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-C1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,概念辨識,建立相對速率與路程關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-P1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,標準程序,建立相對速率與路程關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-R1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,逆向求未知,建立相對速率與路程關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-A1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,情境應用,建立相對速率與路程關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-V1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,表徵轉換,建立相對速率與路程關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-T1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,變形進階,建立相對速率與路程關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-SPEED-APP-02-X1,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,跨單元整合,建立相對速率與路程關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-BASE-01-C1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,概念辨識,由語句判斷誰是1倍/100%的基準量；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-BASE-01-P1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,標準程序,由語句判斷誰是1倍/100%的基準量；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-BASE-01-R1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,逆向求未知,由語句判斷誰是1倍/100%的基準量；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-BASE-01-A1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,情境應用,由語句判斷誰是1倍/100%的基準量；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-BASE-01-V1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,表徵轉換,由語句判斷誰是1倍/100%的基準量；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-BASE-01-T1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,變形進階,由語句判斷誰是1倍/100%的基準量；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-BASE-01-X1,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,跨單元整合,由語句判斷誰是1倍/100%的基準量；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G06-N-BASE-02-C1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,概念辨識,用比較量=基準量×倍數表達關係；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G06-N-BASE-02-P1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,標準程序,用比較量=基準量×倍數表達關係；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G06-N-BASE-02-R1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,逆向求未知,用比較量=基準量×倍數表達關係；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G06-N-BASE-02-A1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,情境應用,用比較量=基準量×倍數表達關係；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G06-N-BASE-02-V1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,表徵轉換,用比較量=基準量×倍數表達關係；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G06-N-BASE-02-T1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,變形進階,用比較量=基準量×倍數表達關係；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G06-N-BASE-02-X1,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,跨單元整合,用比較量=基準量×倍數表達關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
